"Player","EH_ID","API ID","Season","Team","Position","Catches","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","GA","SA","FA","xGA","Sv%","FSv%","xFSv%","dFSv%","GSAA","GSAx"
"Fredrik Norrena","FREDRIK.NORRENA","8470090","07-08","CBJ","G","L",1973-11-29,33,2002,7,213,37,1959.53,88.43,858.64,1130.72,66.3,89.7,92.18,94.14,-1.96,-10.25,-22.13
"Fredrik Norrena","FREDRIK.NORRENA","8470090","08-09","CBJ","G","L",1973-11-29,34,2002,7,213,8,323.18,16.88,131.65,180.45,10.83,87.18,90.65,94,-3.35,-4.83,-6.05
"Garret Sparks","GARRET.SPARKS","8476343","15-16","TOR","G","L",1993-06-28,22,2011,7,190,17,974.95,49.84,469.85,660.84,40.57,89.39,92.46,93.86,-1.4,-9.81,-9.27
"Garret Sparks","GARRET.SPARKS","8476343","18-19","TOR","G","L",1993-06-28,25,2011,7,190,20,1104.7,58.21,607.89,844.09,49.02,90.42,93.1,94.19,-1.09,-3.41,-9.19
"Garret Sparks","GARRET.SPARKS","8476343","19-20","VGK","G","L",1993-06-28,26,2011,7,190,1,27.4,2.25,16.81,19.31,1.18,86.62,88.35,93.89,-5.54,-0.73,-1.07
"Garret Sparks","GARRET.SPARKS","8476343","21-22","L.A","G","L",1993-06-28,28,2011,7,190,2,97.22,3,49.53,66.83,4.24,93.94,95.51,93.66,1.86,1.59,1.24
"Gilles Senn","GILLES.SENN","8480213","19-20","N.J","G","R",1996-03-01,23,2017,5,129,2,70.08,3.99,43.6,54.39,3.08,90.85,92.66,94.34,-1.67,-0.05,-0.91
"Hannu Toivonen","HANNU.TOIVONEN","8470084","07-08","STL","G","L",1984-05-18,23,2002,1,29,23,1202.48,68.18,565.16,807.88,58.45,87.94,91.56,92.77,-1.2,-16.73,-9.73
"Harri Sateri","HARRI.SATERI","8474667","17-18","FLA","G","L",1989-12-29,27,2008,4,106,9,492.6,23.8,273.93,363.71,21.63,91.31,93.46,94.05,-0.6,0.23,-2.17
"Harri Sateri","HARRI.SATERI","8474667","21-22","ARI","G","L",1989-12-29,31,2008,4,106,6,298.37,21.51,170.43,268.03,19.7,87.38,91.97,92.65,-0.68,-5.69,-1.81
"Henrik Karlsson","HENRIK.KARLSSON","8475431","10-11","CGY","G","L",1983-11-27,26,2002,NA,NA,17,837.55,36.01,389.91,536.73,30.73,90.76,93.29,94.27,-0.98,-2,-5.28
"Henrik Karlsson","HENRIK.KARLSSON","8475431","11-12","CGY","G","L",1983-11-27,27,2002,NA,NA,9,454.17,23.62,242.3,320.55,21.9,90.25,92.63,93.17,-0.54,-2.65,-1.72
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","07-08","NYR","G","L",1982-03-02,25,2000,7,205,72,4295.28,159.86,1810.17,2517.99,180.75,91.17,93.65,92.82,0.83,4.95,20.89
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","08-09","NYR","G","L",1982-03-02,26,2000,7,205,70,4152.77,169.03,2005.18,2787.47,210.11,91.57,93.94,92.46,1.47,14.44,41.08
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","09-10","NYR","G","L",1982-03-02,27,2000,7,205,73,4203.82,167.99,2088.86,2941.23,220.99,91.96,94.29,92.49,1.8,17.32,53
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","10-11","NYR","G","L",1982-03-02,28,2000,7,205,68,4006.67,152.04,1950.79,2671.4,183.67,92.21,94.31,93.12,1.18,18.13,31.63
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","11-12","NYR","G","L",1982-03-02,29,2000,7,205,62,3753.43,122.3,1732.96,2466.61,165.85,92.94,95.04,93.28,1.77,27.69,43.55
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","12-13","NYR","G","L",1982-03-02,30,2000,7,205,43,2575.9,88.15,1188,1662.11,109.9,92.58,94.7,93.39,1.31,16.49,21.75
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","13-14","NYR","G","L",1982-03-02,31,2000,7,205,63,3655.32,144.76,1817.2,2482.98,166.52,92.03,94.17,93.29,0.88,11.5,21.76
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","14-15","NYR","G","L",1982-03-02,32,2000,7,205,46,2742.6,103.3,1315.44,1840.24,116.54,92.15,94.39,93.67,0.72,8.87,13.24
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","15-16","NYR","G","L",1982-03-02,33,2000,7,205,65,3772.37,154.74,1913.88,2691.96,181.1,91.91,94.25,93.27,0.98,8.32,26.36
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","16-17","NYR","G","L",1982-03-02,34,2000,7,205,57,3240.43,149.41,1646.45,2302.31,151.39,90.93,93.51,93.42,0.09,-7.07,1.98
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","17-18","NYR","G","L",1982-03-02,35,2000,7,205,63,3502.53,174.09,2050.03,2760.18,178.24,91.51,93.69,93.54,0.15,5.72,4.15
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","18-19","NYR","G","L",1982-03-02,36,2000,7,205,52,3088.88,158.06,1721.79,2356.16,152.49,90.82,93.29,93.53,-0.24,-2.84,-5.57
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","19-20","NYR","G","L",1982-03-02,37,2000,7,205,30,1596.73,84.93,897.99,1303.86,89.05,90.54,93.49,93.17,0.32,-3.79,4.12
"Hugo Alnefelt","HUGO.ALNEFELT","8481597","21-22","T.B","G","L",2001-06-04,20,2019,3,71,1,20,2.97,10.87,10.88,0.73,72.68,72.7,93.29,-20.59,-1.96,-2.24
"Hunter Miska","HUNTER.MISKA","8480112","18-19","ARI","G","L",1995-07-07,23,2013,NA,NA,1,18.27,0.99,9.94,12.2,0.27,90.04,91.89,97.79,-5.9,-0.09,-0.72
"Hunter Miska","HUNTER.MISKA","8480112","20-21","COL","G","L",1995-07-07,25,2013,NA,NA,5,259.8,17.82,107.87,142.1,8.49,83.48,87.46,94.03,-6.57,-7.89,-9.33
"Igor Shesterkin","IGOR.SHESTERKIN","8478048","19-20","NYR","G","L",1995-12-30,23,2014,4,118,12,691.58,29.15,408.13,541.03,35.05,92.86,94.61,93.52,1.09,7.73,5.9
"Igor Shesterkin","IGOR.SHESTERKIN","8478048","20-21","NYR","G","L",1995-12-30,24,2014,4,118,35,1899.02,83.58,989.15,1364.1,88.31,91.55,93.87,93.53,0.35,7.45,4.73
"Igor Shesterkin","IGOR.SHESTERKIN","8478048","21-22","NYR","G","L",1995-12-30,25,2014,4,118,53,3070.53,106.34,1603.19,2195.64,143.52,93.37,95.16,93.46,1.69,42.46,37.18
"Iiro Tarkki","IIRO.TARKKI","8476243","11-12","ANA","G","L",1985-07-01,26,2003,NA,NA,1,40.85,3.03,9.3,21.58,1.65,67.42,85.96,92.35,-6.39,-2.23,-1.38
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","07-08","ANA/ARI","G","L",1980-06-22,27,2000,2,44,64,3601.54,147.17,1834.45,2595.41,159.16,91.98,94.33,93.87,0.46,19.85,11.99
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","08-09","ARI","G","L",1980-06-22,28,2000,2,44,64,3699.97,185.39,1973.83,2812.24,164.52,90.61,93.41,94.15,-0.74,-4.79,-20.87
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","09-10","ARI","G","L",1980-06-22,29,2000,2,44,69,4073.53,155.64,1946.05,2784.05,169.18,92,94.41,93.92,0.49,17,13.54
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","10-11","ARI","G","L",1980-06-22,30,2000,2,44,68,4059.87,169.8,2123.45,3032.56,186.45,92,94.4,93.85,0.55,15.43,16.65
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","11-12","PHI","G","L",1980-06-22,31,2000,2,44,59,3415.27,143.35,1556.82,2208.32,143.01,90.79,93.51,93.52,-0.02,-8.61,-0.34
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","12-13","PHI","G","L",1980-06-22,32,2000,2,44,40,2297.75,106.67,1067.11,1568.48,96.58,90,93.2,93.84,-0.64,-12.68,-10.09
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","13-14","EDM/MIN","G","L",1980-06-22,33,2000,2,44,32,1814.01,81.38,891.22,1284.83,78.9,90.87,93.67,93.86,-0.19,-4.73,-2.48
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","14-15","ANA","G","L",1980-06-22,34,2000,2,44,8,329.48,22.54,152.95,211.33,12.55,85.26,89.33,94.06,-4.73,-9.5,-9.99
"Ilya Samsonov","ILYA.SAMSONOV","8478492","19-20","WSH","G","L",1997-02-22,22,2015,1,22,26,1411.03,59.59,690.99,931.91,59.84,91.38,93.61,93.58,0.03,2.85,0.25
"Ilya Samsonov","ILYA.SAMSONOV","8478492","20-21","WSH","G","L",1997-02-22,23,2015,1,22,19,1092.82,47.82,488.03,676.21,41.65,90.2,92.93,93.84,-0.91,-2.91,-6.17
"Ilya Samsonov","ILYA.SAMSONOV","8478492","21-22","WSH","G","L",1997-02-22,24,2015,1,22,44,2361.3,117.58,1128.24,1589.24,106.43,89.58,92.6,93.3,-0.7,-12.87,-11.15
"Ilya Sorokin","ILYA.SOROKIN","8478009","20-21","NYI","G","L",1995-08-04,25,2014,3,78,22,1271.78,45.57,556,785.77,48.94,91.8,94.2,93.77,0.43,5.6,3.37
"Ilya Sorokin","ILYA.SOROKIN","8478009","21-22","NYI","G","L",1995-08-04,26,2014,3,78,52,3072.28,121.22,1618.15,2219.14,142.77,92.51,94.54,93.57,0.97,28.97,21.55
"Ivan Prosvetov","IVAN.PROSVETOV","8481031","20-21","ARI","G","L",1999-03-05,21,2018,4,114,3,130.02,8.87,54.3,81.03,4.91,83.66,89.05,93.94,-4.89,-3.87,-3.96
"Ivan Prosvetov","IVAN.PROSVETOV","8481031","21-22","ARI","G","L",1999-03-05,22,2018,4,114,3,185,12.68,106.38,144.59,9.75,88.08,91.23,93.26,-2.03,-2.81,-2.93
"j-f Berube","J-F.BERUBE","8475234","15-16","NYI","G","L",1991-07-13,24,2009,4,95,7,398.7,18.28,214.96,274.02,20.74,91.5,93.33,92.43,0.9,0.04,2.46
"j-f Berube","J-F.BERUBE","8475234","16-17","NYI","G","L",1991-07-13,25,2009,4,95,14,526.82,30.49,276.85,374.78,22.11,88.99,91.86,94.1,-2.24,-6.55,-8.38
"j-f Berube","J-F.BERUBE","8475234","17-18","CHI","G","L",1991-07-13,26,2009,4,95,13,667.38,41.6,407.2,551.29,37.85,89.78,92.45,93.13,-0.68,-5.89,-3.75
"j-f Berube","J-F.BERUBE","8475234","21-22","CBJ","G","L",1991-07-13,30,2009,4,95,6,305.88,20.74,210.02,260.47,18.91,90.12,92.04,92.74,-0.7,-1.25,-1.83
"Jack Campbell","JACK.CAMPBELL","8475789","13-14","DAL","G","L",1992-01-09,21,2010,1,11,1,60,5.65,44.96,57.85,4.17,87.43,90.23,92.79,-2.56,-1.78,-1.48
"Jack Campbell","JACK.CAMPBELL","8475789","16-17","L.A","G","L",1992-01-09,24,2010,1,11,1,20,0,5.99,12.1,0.35,100,100,97.11,2.89,0.52,0.35
"Jack Campbell","JACK.CAMPBELL","8475789","17-18","L.A","G","L",1992-01-09,25,2010,1,11,5,266.62,11.17,145.22,194.48,9.88,92.31,94.26,94.92,-0.66,1.57,-1.29
"Jack Campbell","JACK.CAMPBELL","8475789","18-19","L.A","G","L",1992-01-09,26,2010,1,11,31,1592.77,61.54,855.39,1233.39,73.76,92.81,95.01,94.02,0.99,15.58,12.22
"Jack Campbell","JACK.CAMPBELL","8475789","19-20","L.A/TOR","G","L",1992-01-09,27,2010,1,11,26,1566.98,72.04,758.7,1040.39,65.32,90.5,93.08,93.72,-0.65,-3.47,-6.72
"Jack Campbell","JACK.CAMPBELL","8475789","20-21","TOR","G","L",1992-01-09,28,2010,1,11,22,1284.4,44.89,556.77,773.99,49.89,91.94,94.2,93.55,0.65,6.35,5
"Jack Campbell","JACK.CAMPBELL","8475789","21-22","TOR","G","L",1992-01-09,29,2010,1,11,49,2795.4,121.74,1393.22,1864.94,113.78,91.26,93.47,93.9,-0.43,7.57,-7.96
"Jack Lafontaine","JACK.LAFONTAINE","8479581","21-22","CAR","G","L",1998-01-06,23,2016,3,75,2,74.95,8.83,40.9,51.69,3.78,78.41,82.92,92.69,-9.77,-5.03,-5.05
"Jacob Markstrom","JACOB.MARKSTROM","8474593","10-11","FLA","G","L",1990-01-31,20,2008,2,31,1,39.82,1.93,14.68,21.05,1.48,86.85,90.83,92.97,-2.14,-0.65,-0.45
"Jacob Markstrom","JACOB.MARKSTROM","8474593","11-12","FLA","G","L",1990-01-31,21,2008,2,31,7,383.25,16.56,225.01,295.39,18.61,92.64,94.39,93.7,0.69,2.91,2.05
"Jacob Markstrom","JACOB.MARKSTROM","8474593","12-13","FLA","G","L",1990-01-31,22,2008,2,31,23,1265.75,68.86,700.95,932.12,55,90.18,92.61,94.1,-1.49,-7.12,-13.86
"Jacob Markstrom","JACOB.MARKSTROM","8474593","13-14","FLA/VAN","G","L",1990-01-31,23,2008,2,31,16,813.35,46.91,377.7,532.19,35.43,87.58,91.19,93.34,-2.16,-14.43,-11.48
"Jacob Markstrom","JACOB.MARKSTROM","8474593","14-15","VAN","G","L",1990-01-31,24,2008,2,31,3,77.63,4.14,32.71,51.37,2.83,87.34,91.94,94.49,-2.55,-1.35,-1.31
"Jacob Markstrom","JACOB.MARKSTROM","8474593","15-16","VAN","G","L",1990-01-31,25,2008,2,31,32,1847.43,85.38,1008.1,1376.97,91.62,91.53,93.8,93.35,0.45,0.51,6.24
"Jacob Markstrom","JACOB.MARKSTROM","8474593","16-17","VAN","G","L",1990-01-31,26,2008,2,31,25,1411.83,61.96,699.56,956.79,62.44,91.14,93.52,93.47,0.05,-1.48,0.48
"Jacob Markstrom","JACOB.MARKSTROM","8474593","17-18","VAN","G","L",1990-01-31,27,2008,2,31,60,3413.72,155.96,1766.86,2461.03,151.12,91.17,93.66,93.86,-0.2,-0.99,-4.84
"Jacob Markstrom","JACOB.MARKSTROM","8474593","18-19","VAN","G","L",1990-01-31,28,2008,2,31,60,3599.02,165.58,1893.92,2602.32,168.96,91.26,93.64,93.51,0.13,5.16,3.38
"Jacob Markstrom","JACOB.MARKSTROM","8474593","19-20","VAN","G","L",1990-01-31,29,2008,2,31,43,2551.88,116.57,1417.95,1899.93,120.34,91.78,93.86,93.67,0.2,11.56,3.77
"Jacob Markstrom","JACOB.MARKSTROM","8474593","20-21","CGY","G","L",1990-01-31,30,2008,2,31,43,2507.93,112.95,1161.93,1579.1,100.84,90.28,92.85,93.61,-0.77,-6.02,-12.11
"Jacob Markstrom","JACOB.MARKSTROM","8474593","21-22","CGY","G","L",1990-01-31,31,2008,2,31,63,3695.83,136.53,1719.18,2342.66,152.14,92.06,94.17,93.51,0.67,23.03,15.61
"Jake Allen","JAKE.ALLEN","8474596","12-13","STL","G","L",1990-08-07,22,2008,2,34,15,803.88,32.32,342.94,482.96,32.79,90.58,93.31,93.21,0.1,-2.11,0.47
"Jake Allen","JAKE.ALLEN","8474596","14-15","STL","G","L",1990-08-07,24,2008,2,34,37,2076.8,79.35,907.03,1273.57,79.03,91.25,93.77,93.79,-0.03,-2,-0.32
"Jake Allen","JAKE.ALLEN","8474596","15-16","STL","G","L",1990-08-07,25,2008,2,34,47,2583.37,100.7,1255.07,1683.03,107.43,91.98,94.02,93.62,0.4,6.23,6.73
"Jake Allen","JAKE.ALLEN","8474596","16-17","STL","G","L",1990-08-07,26,2008,2,34,61,3418.32,138.43,1610.28,2225.46,132.07,91.4,93.78,94.07,-0.29,0.79,-6.36
"Jake Allen","JAKE.ALLEN","8474596","17-18","STL","G","L",1990-08-07,27,2008,2,34,59,3316.97,151.83,1621.43,2190.89,130.49,90.64,93.07,94.04,-0.97,-9.61,-21.34
"Jake Allen","JAKE.ALLEN","8474596","18-19","STL","G","L",1990-08-07,28,2008,2,34,46,2567.92,121.57,1269.41,1734.79,112.88,90.42,92.99,93.49,-0.5,-7.14,-8.69
"Jake Allen","JAKE.ALLEN","8474596","19-20","STL","G","L",1990-08-07,29,2008,2,34,24,1339.05,47.06,642.97,854.89,54.09,92.68,94.5,93.67,0.82,11.04,7.03
"Jake Allen","JAKE.ALLEN","8474596","20-21","MTL","G","L",1990-08-07,30,2008,2,34,29,1702.6,76.5,833.76,1141.19,73.17,90.82,93.3,93.59,-0.29,0.23,-3.33
"Jake Allen","JAKE.ALLEN","8474596","21-22","MTL","G","L",1990-08-07,31,2008,2,34,35,1947.67,108.06,1149.55,1539.82,111.04,90.6,92.98,92.79,0.19,-1.37,2.98
"Jake Oettinger","JAKE.OETTINGER","8479979","20-21","DAL","G","L",1998-12-18,21,2017,1,26,29,1604.13,63.05,717.36,1021.64,60.91,91.21,93.83,94.04,-0.21,2.97,-2.14
"Jake Oettinger","JAKE.OETTINGER","8479979","21-22","DAL","G","L",1998-12-18,22,2017,1,26,48,2707.6,114.83,1319.17,1851.28,115.34,91.3,93.8,93.77,0.03,7.61,0.51
"James Reimer","JAMES.REIMER","8473503","10-11","TOR","G","L",1988-03-15,22,2006,4,99,37,2080.15,89.19,1126.75,1587.91,91.82,92.08,94.38,94.22,0.17,9.1,2.63
"James Reimer","JAMES.REIMER","8473503","11-12","TOR","G","L",1988-03-15,23,2006,4,99,34,1879.25,97.77,980.09,1385.69,84.43,90.02,92.94,93.91,-0.96,-12.95,-13.34
"James Reimer","JAMES.REIMER","8473503","12-13","TOR","G","L",1988-03-15,24,2006,4,99,33,1856.15,75.83,976.08,1409.03,79.34,92.23,94.62,94.37,0.25,10.14,3.51
"James Reimer","JAMES.REIMER","8473503","13-14","TOR","G","L",1988-03-15,25,2006,4,99,36,1784.65,98.87,1115.76,1612.12,94.83,91.14,93.87,94.12,-0.25,-2.92,-4.04
"James Reimer","JAMES.REIMER","8473503","14-15","TOR","G","L",1988-03-15,26,2006,4,99,35,1766.88,93.12,1033.39,1388.52,89.06,90.99,93.29,93.59,-0.29,-5,-4.06
"James Reimer","JAMES.REIMER","8473503","15-16","S.J/TOR","G","L",1988-03-15,27,2006,4,99,40,2290.45,88.88,1141.58,1596.02,90.74,92.21,94.43,94.31,0.12,8.37,1.86
"James Reimer","JAMES.REIMER","8473503","16-17","FLA","G","L",1988-03-15,28,2006,4,99,43,2324.58,98.19,1225.42,1639.49,99.82,91.99,94.01,93.91,0.1,7.75,1.63
"James Reimer","JAMES.REIMER","8473503","17-18","FLA","G","L",1988-03-15,29,2006,4,99,44,2411.42,119.02,1351.97,1833.27,118.1,91.2,93.51,93.56,-0.05,-0.44,-0.92
"James Reimer","JAMES.REIMER","8473503","18-19","FLA","G","L",1988-03-15,30,2006,4,99,36,1805.18,93.18,933.91,1257.9,82.71,90.02,92.59,93.42,-0.83,-8.99,-10.47
"James Reimer","JAMES.REIMER","8473503","19-20","CAR","G","L",1988-03-15,31,2006,4,99,25,1378.02,59.6,696.3,960.3,67.23,91.44,93.79,93,0.79,3.32,7.63
"James Reimer","JAMES.REIMER","8473503","20-21","CAR","G","L",1988-03-15,32,2006,4,99,22,1331.1,57.6,613.28,824.43,55.01,90.61,93.01,93.33,-0.31,-1.16,-2.59
"James Reimer","JAMES.REIMER","8473503","21-22","S.J","G","L",1988-03-15,33,2006,4,99,48,2672.68,128.86,1460.49,2068.97,134.7,91.18,93.77,93.49,0.28,6.69,5.84
"Jared Coreau","JARED.COREAU","8477225","16-17","DET","G","L",1991-11-05,24,2010,NA,NA,14,712.27,41.12,360.17,507.31,32.63,88.58,91.89,93.57,-1.67,-9.99,-8.49
"Jared Coreau","JARED.COREAU","8477225","17-18","DET","G","L",1991-11-05,25,2010,NA,NA,7,380.43,26.4,206.24,284.94,17.69,87.2,90.73,93.79,-3.06,-8.31,-8.71
"Jaroslav Halak","JAROSLAV.HALAK","8470860","07-08","MTL","G","L",1985-05-13,22,2003,9,271,6,284.67,9.9,151.22,220.52,11.83,93.45,95.51,94.64,0.88,3.87,1.93
"Jaroslav Halak","JAROSLAV.HALAK","8470860","08-09","MTL","G","L",1985-05-13,23,2003,9,271,34,1930.8,92.41,1070.96,1503.99,101.12,91.37,93.86,93.28,0.58,5.58,8.71
"Jaroslav Halak","JAROSLAV.HALAK","8470860","09-10","MTL","G","L",1985-05-13,24,2003,9,271,45,2629.93,105.17,1365.32,1903.8,121.77,92.3,94.48,93.6,0.87,15.95,16.6
"Jaroslav Halak","JAROSLAV.HALAK","8470860","10-11","STL","G","L",1985-05-13,25,2003,9,271,57,3294.37,135.73,1515.21,2168.72,143.57,91.04,93.74,93.38,0.36,-3.56,7.84
"Jaroslav Halak","JAROSLAV.HALAK","8470860","11-12","STL","G","L",1985-05-13,26,2003,9,271,46,2746.62,88.88,1191.5,1673.14,107.32,92.54,94.69,93.59,1.1,14.24,18.44
"Jaroslav Halak","JAROSLAV.HALAK","8470860","12-13","STL","G","L",1985-05-13,27,2003,9,271,16,812.58,28.22,285.36,412.1,25.36,90.11,93.15,93.85,-0.69,-3.09,-2.86
"Jaroslav Halak","JAROSLAV.HALAK","8470860","13-14","STL/WSH","G","L",1985-05-13,28,2003,9,271,52,2938.9,110.83,1371.93,1883.77,116.82,91.92,94.12,93.8,0.32,7.15,5.99
"Jaroslav Halak","JAROSLAV.HALAK","8470860","14-15","NYI","G","L",1985-05-13,29,2003,9,271,59,3549.95,144.06,1654,2290.32,163.33,91.29,93.71,92.87,0.84,-3.02,19.27
"Jaroslav Halak","JAROSLAV.HALAK","8470860","15-16","NYI","G","L",1985-05-13,30,2003,9,271,36,2091.18,79.33,978.32,1354.57,89.81,91.89,94.14,93.37,0.77,4.03,10.48
"Jaroslav Halak","JAROSLAV.HALAK","8470860","16-17","NYI","G","L",1985-05-13,31,2003,9,271,28,1605.48,74.84,884.48,1225.74,81.17,91.54,93.89,93.38,0.52,1.63,6.33
"Jaroslav Halak","JAROSLAV.HALAK","8470860","17-18","NYI","G","L",1985-05-13,32,2003,9,271,54,3024.05,161.57,1763.96,2378.19,152.34,90.84,93.21,93.59,-0.39,-6.85,-9.23
"Jaroslav Halak","JAROSLAV.HALAK","8470860","18-19","BOS","G","L",1985-05-13,33,2003,9,271,40,2308.12,89.37,1146.25,1577.72,99.45,92.2,94.34,93.7,0.64,13.96,10.08
"Jaroslav Halak","JAROSLAV.HALAK","8470860","19-20","BOS","G","L",1985-05-13,34,2003,9,271,31,1833.37,71.78,882.63,1234.48,74.07,91.87,94.19,94,0.19,7.98,2.29
"Jaroslav Halak","JAROSLAV.HALAK","8470860","20-21","BOS","G","L",1985-05-13,35,2003,9,271,19,1089.92,46.28,489.68,676.46,39.23,90.55,93.16,94.2,-1.04,-1.21,-7.05
"Jaroslav Halak","JAROSLAV.HALAK","8470860","21-22","VAN","G","L",1985-05-13,36,2003,9,271,17,796.65,39.02,408.44,560.51,38.31,90.45,93.04,93.17,-0.13,-1.11,-0.71
"Jason Kasdorf","JASON.KASDORF","8476309","15-16","BUF","G","L",1992-05-18,23,2011,6,157,1,60,4.28,33.03,43.48,1.72,87.04,90.16,96.04,-5.89,-1.47,-2.56
"Jason Labarbera","JASON.LABARBERA","8467391","07-08","L.A","G","L",1980-01-18,27,1998,3,66,45,2420.7,121.02,1349.91,1867.59,123.53,91.03,93.52,93.39,0.13,1.88,2.51
"Jason Labarbera","JASON.LABARBERA","8467391","08-09","L.A/VAN","G","L",1980-01-18,28,1998,3,66,27,1426.55,66.78,668.38,965.96,60.64,90.01,93.09,93.72,-0.64,-5.63,-6.14
"Jason Labarbera","JASON.LABARBERA","8467391","09-10","ARI","G","L",1980-01-18,29,1998,3,66,17,927.88,33.24,463.13,631.79,36.96,92.82,94.74,94.15,0.59,7.85,3.72
"Jason Labarbera","JASON.LABARBERA","8467391","10-11","ARI","G","L",1980-01-18,30,1998,3,66,17,882.63,46.36,516.57,692.52,46.23,91.03,93.31,93.32,-0.02,-1.29,-0.13
"Jason Labarbera","JASON.LABARBERA","8467391","11-12","ARI","G","L",1980-01-18,31,1998,3,66,19,1013.63,44.08,500.24,716.53,42.85,91.19,93.85,94.02,-0.17,-0.79,-1.23
"Jason Labarbera","JASON.LABARBERA","8467391","12-13","ARI","G","L",1980-01-18,32,1998,3,66,15,725.92,31.81,417.02,574.96,38.46,92.37,94.47,93.31,1.16,4.92,6.65
"Jason Labarbera","JASON.LABARBERA","8467391","13-14","EDM","G","L",1980-01-18,33,1998,3,66,7,348.32,18.95,155.44,220.32,13.01,87.81,91.4,94.09,-2.7,-5.59,-5.94
"Jason Labarbera","JASON.LABARBERA","8467391","14-15","ANA","G","L",1980-01-18,34,1998,3,66,5,207.47,9.61,106.66,141.35,7.47,90.99,93.2,94.72,-1.51,-0.52,-2.14
"Jean-Sebastien Aubin","JEAN-SEBASTIEN.AUBIN","8462102","07-08","L.A","G","R",1977-07-19,30,1995,3,76,19,827.7,45.1,402.65,583.25,39.12,88.8,92.27,93.29,-1.03,-8.44,-5.98
"Jean-Sebastien Giguere","JEAN-SEBASTIEN.GIGUERE","8462044","07-08","ANA","G","L",1977-05-16,30,1995,1,13,58,3310.42,117.15,1495.99,2062.2,125.62,92.17,94.32,93.91,0.41,19.05,8.47
"Jean-Sebastien Giguere","JEAN-SEBASTIEN.GIGUERE","8462044","08-09","ANA","G","L",1977-05-16,31,1995,1,13,46,2451.82,128.26,1266.32,1738.13,108.84,89.87,92.62,93.74,-1.12,-12.4,-19.42
"Jean-Sebastien Giguere","JEAN-SEBASTIEN.GIGUERE","8462044","09-10","ANA/TOR","G","L",1977-05-16,32,1995,1,13,35,2023.67,95.19,1046.55,1510.89,101.37,90.9,93.7,93.29,0.41,-2.35,6.18
"Jean-Sebastien Giguere","JEAN-SEBASTIEN.GIGUERE","8462044","10-11","TOR","G","L",1977-05-16,33,1995,1,13,33,1633.02,79.38,801.45,1173.44,71.24,90.1,93.24,93.93,-0.69,-9.47,-8.14
"Jean-Sebastien Giguere","JEAN-SEBASTIEN.GIGUERE","8462044","11-12","COL","G","L",1977-05-16,34,1995,1,13,32,1819.57,69.72,860.65,1223.28,68.5,91.9,94.3,94.4,-0.1,4.77,-1.22
"Jean-Sebastien Giguere","JEAN-SEBASTIEN.GIGUERE","8462044","12-13","COL","G","L",1977-05-16,35,1995,1,13,18,907.83,42.96,469.23,632.1,38.97,90.84,93.2,93.83,-0.63,-1.63,-3.99
"Jean-Sebastien Giguere","JEAN-SEBASTIEN.GIGUERE","8462044","13-14","COL","G","L",1977-05-16,36,1995,1,13,22,1211.85,51.61,594.05,863.95,52.59,91.31,94.03,93.91,0.11,-0.53,0.98
"Jeff Deslauriers","JEFF.DESLAURIERS","8470074","08-09","EDM","G","R",1984-05-15,24,2002,2,31,10,539.62,30.55,303.59,431.68,27.96,89.94,92.92,93.52,-0.6,-2.77,-2.59
"Jeff Deslauriers","JEFF.DESLAURIERS","8470074","09-10","EDM","G","R",1984-05-15,25,2002,2,31,48,2797.6,154.2,1559.66,2237.42,144.77,90.11,93.11,93.53,-0.42,-15.84,-9.43
"Jeff Deslauriers","JEFF.DESLAURIERS","8470074","11-12","ANA","G","R",1984-05-15,27,2002,2,31,4,241.2,10.59,110.08,165.45,11.18,90.38,93.6,93.24,0.36,-1.06,0.59
"Jeff Frazee","JEFF.FRAZEE","8471712","12-13","N.J","G","L",1987-05-13,25,2005,2,38,1,18.6,0,3.26,7.61,0.28,100,100,96.32,3.68,0.29,0.28
"Jeff Glass","JEFF.GLASS","8471301","17-18","CHI","G","L",1985-11-19,31,2004,3,89,15,820.9,46.07,459.8,635.7,45.44,89.98,92.75,92.85,-0.1,-5.74,-0.63
