"Player","EH_ID","API ID","Season","Team","Position","Catches","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_EV","TOI_SH","FA_EV","FA_SH","EVD_GAR","SHD_GAR","Take_GAR","Draw_GAR","GAR","WAR","SPAR"
"Frederik Andersen","FREDERIK.ANDERSEN","8475883","18-19","TOR","G","L",1989-10-02,28,2012,3,87,60,3510.2,267.3,2334,325,35.2,0.2,0,0,35.3,6.6,12.4
"Frederik Andersen","FREDERIK.ANDERSEN","8475883","19-20","TOR","G","L",1989-10-02,29,2012,3,87,52,3006.7,234.1,1810,297,10.9,-0.9,0.1,0.2,10.4,1.9,3.6
"Frederik Andersen","FREDERIK.ANDERSEN","8475883","20-21","TOR","G","L",1989-10-02,30,2012,3,87,24,1186.4,115.2,776,112,5.2,-6.5,0.1,-0.2,-1.3,-0.2,-0.4
"Frederik Andersen","FREDERIK.ANDERSEN","8475883","21-22","CAR","G","L",1989-10-02,31,2012,3,87,52,2477.9,311,1592,265,30.8,7.5,0.2,0.1,38.5,6.8,12.9
"Fredrik Norrena","FREDRIK.NORRENA","8470090","07-08","CBJ","G","L",1973-11-29,33,2002,7,213,37,1959.5,223.2,799,216,-11,-0.7,0.2,-0.5,-12,-2.2,-4.2
"Fredrik Norrena","FREDRIK.NORRENA","8470090","08-09","CBJ","G","L",1973-11-29,34,2002,7,213,8,323.2,26.4,133,34,-1.9,-0.6,0,0.1,-2.4,-0.4,-0.8
"Garret Sparks","GARRET.SPARKS","8476343","15-16","TOR","G","L",1993-06-28,22,2011,7,190,17,975,88,530,97,-4.2,-1.6,0.1,0,-5.6,-1.1,-2.1
"Garret Sparks","GARRET.SPARKS","8476343","18-19","TOR","G","L",1993-06-28,25,2011,7,190,20,1104.7,63.5,722,65,-1.8,0.3,0.1,0.1,-1.4,-0.3,-0.5
"Garret Sparks","GARRET.SPARKS","8476343","19-20","VGK","G","L",1993-06-28,26,2011,7,190,1,27.4,2,11,3,0.1,0,0,0,0.1,0,0
"Garret Sparks","GARRET.SPARKS","8476343","21-22","L.A","G","L",1993-06-28,28,2011,7,190,2,64.6,15.4,46,14,0.3,0.3,0,0,0.6,0.1,0.2
"Gilles Senn","GILLES.SENN","8480213","19-20","N.J","G","R",1996-03-01,23,2017,5,129,2,70.1,8.6,42,9,-0.2,0.1,0,0,-0.2,0,-0.1
"Hannu Toivonen","HANNU.TOIVONEN","8470084","07-08","STL","G","L",1984-05-18,23,2002,1,29,23,1202.5,142.2,607,160,-6.8,3.9,0,-0.2,-3.1,-0.6,-1.1
"Harri Sateri","HARRI.SATERI","8474667","17-18","FLA","G","L",1989-12-29,27,2008,4,106,9,492.6,34.8,292,51,0.8,0.1,0,-0.1,0.8,0.2,0.3
"Harri Sateri","HARRI.SATERI","8474667","21-22","ARI","G","L",1989-12-29,31,2008,4,106,6,251.9,21.9,193,36,-3.2,0,0,0,-3.2,-0.6,-1.1
"Henrik Karlsson","HENRIK.KARLSSON","8475431","10-11","CGY","G","L",1983-11-27,26,2002,NA,NA,17,837.5,77.3,427,88,-2.1,2.2,0.1,-0.3,-0.1,0,0
"Henrik Karlsson","HENRIK.KARLSSON","8475431","11-12","CGY","G","L",1983-11-27,27,2002,NA,NA,9,454.2,38.9,250,59,0.6,0.4,0,-0.2,0.9,0.2,0.3
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","07-08","NYR","G","L",1982-03-02,25,2000,7,205,72,4295.3,466.1,1811,453,29.8,8,0.2,-0.6,37.5,6.8,13.1
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","08-09","NYR","G","L",1982-03-02,26,2000,7,205,70,4152.8,439.7,2120,525,30.3,18.7,0.4,-0.3,49.1,8.9,17.1
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","09-10","NYR","G","L",1982-03-02,27,2000,7,205,73,4203.8,417.3,2346,498,41.6,6.9,0.3,0.6,49.4,8.9,17.2
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","10-11","NYR","G","L",1982-03-02,28,2000,7,205,68,4006.7,348.4,2169,412,32.2,1,0.2,0.3,33.7,6,11.5
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","11-12","NYR","G","L",1982-03-02,29,2000,7,205,62,3753.4,338.5,2026,376,39,7.8,-0.1,0.3,47.1,8.2,15.2
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","12-13","NYR","G","L",1982-03-02,30,2000,7,205,43,2575.9,217,1331,238,27.2,-0.7,0.1,-0.2,26.5,4.9,9.1
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","13-14","NYR","G","L",1982-03-02,31,2000,7,205,63,3655.3,277.5,2038,314,25.3,2.1,0.2,0.5,28.1,5.3,10
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","14-15","NYR","G","L",1982-03-02,32,2000,7,205,46,2742.6,214,1553,239,23,-0.1,0.2,-0.1,23,4.4,8.3
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","15-16","NYR","G","L",1982-03-02,33,2000,7,205,65,3772.4,319.9,2256,370,37.3,-5.4,-0.2,0.3,32.1,6.2,11.9
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","16-17","NYR","G","L",1982-03-02,34,2000,7,205,57,3240.4,236.4,1937,273,16.3,0.4,0.2,0.6,17.5,3.3,6.4
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","17-18","NYR","G","L",1982-03-02,35,2000,7,205,63,3502.5,297.2,2256,368,12.5,4.9,0.2,0,17.7,3.4,6.6
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","18-19","NYR","G","L",1982-03-02,36,2000,7,205,52,3088.9,272.9,1876,349,11.3,-5.6,0.2,0.2,6.1,1.1,2.1
"Henrik Lundqvist","HENRIK.LUNDQVIST","8468685","19-20","NYR","G","L",1982-03-02,37,2000,7,205,30,1596.7,134.4,998,213,10,-2.2,0.1,0,8,1.4,2.7
"Hugo Alnefelt","HUGO.ALNEFELT","8481597","21-22","T.B","G","L",2001-06-04,20,2019,3,71,1,13.5,1.4,7,1,-0.1,0,0,0,-0.1,0,0
"Hunter Miska","HUNTER.MISKA","8480112","18-19","ARI","G","L",1995-07-07,23,2013,NA,NA,1,18.3,0,11,0,0.1,0,0,0,0,0,0
"Hunter Miska","HUNTER.MISKA","8480112","20-21","COL","G","L",1995-07-07,25,2013,NA,NA,5,212.2,19.9,117,23,-6,-0.9,0,0,-6.9,-1.2,-2.3
"Igor Shesterkin","IGOR.SHESTERKIN","8478048","19-20","NYR","G","L",1995-12-30,23,2014,4,118,12,691.6,51.5,451,74,5.7,1.8,0,-0.1,7.5,1.3,2.6
"Igor Shesterkin","IGOR.SHESTERKIN","8478048","20-21","NYR","G","L",1995-12-30,24,2014,4,118,35,1553.1,165.9,1103,200,16.9,-1,0.1,0.4,16.4,2.9,5.5
"Igor Shesterkin","IGOR.SHESTERKIN","8478048","21-22","NYR","G","L",1995-12-30,25,2014,4,118,53,2547.9,259,1792,329,36.7,13.7,0,0.2,50.6,8.9,16.9
"Iiro Tarkki","IIRO.TARKKI","8476243","11-12","ANA","G","L",1985-07-01,26,2003,NA,NA,1,40.9,7,15,8,0.1,0,0,0,0.1,0,0
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","07-08","ANA/ARI","G","L",1980-06-22,27,2000,2,44,64,3601.5,401.8,2015,443,35.5,-6.2,0.2,-0.8,28.7,5.2,10
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","08-09","ARI","G","L",1980-06-22,28,2000,2,44,64,3700,322.7,2210,431,4.4,-10,0.2,-0.4,-5.7,-1,-2
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","09-10","ARI","G","L",1980-06-22,29,2000,2,44,69,4073.5,408.8,2105,518,19.1,10.7,0,-0.5,29.2,5.3,10.2
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","10-11","ARI","G","L",1980-06-22,30,2000,2,44,68,4059.9,387.4,2346,557,30.2,1.8,0.2,-0.3,32,5.7,11
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","11-12","PHI","G","L",1980-06-22,31,2000,2,44,59,3415.3,345.7,1769,346,18.1,-1.6,-0.4,-0.8,15.3,2.7,4.9
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","12-13","PHI","G","L",1980-06-22,32,2000,2,44,40,2297.8,240.5,1270,241,-2.1,3.1,0.1,-0.5,0.6,0.1,0.2
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","13-14","EDM/MIN","G","L",1980-06-22,33,2000,2,44,32,1814,164.6,1024,210,9.3,-1.4,0.1,0,7.9,1.5,2.8
"Ilya Bryzgalov","ILYA.BRYZGALOV","8468524","14-15","ANA","G","L",1980-06-22,34,2000,2,44,8,329.5,20.2,175,26,-3.1,-1,0,-0.1,-4.1,-0.8,-1.5
"Ilya Samsonov","ILYA.SAMSONOV","8478492","19-20","WSH","G","L",1997-02-22,22,2015,1,22,26,1411,136,742,129,7.8,0.7,0.1,-0.1,8.4,1.5,2.9
"Ilya Samsonov","ILYA.SAMSONOV","8478492","20-21","WSH","G","L",1997-02-22,23,2015,1,22,19,892.9,93.4,552,93,0.5,0.2,0.1,0.3,1.1,0.2,0.4
"Ilya Samsonov","ILYA.SAMSONOV","8478492","21-22","WSH","G","L",1997-02-22,24,2015,1,22,44,1975.7,172.9,1326,187,-4.8,1.8,0.1,0.1,-2.8,-0.5,-0.9
"Ilya Sorokin","ILYA.SOROKIN","8478009","20-21","NYI","G","L",1995-08-04,25,2014,3,78,22,1067.2,79.8,675,87,5.2,2.5,0.1,0,7.8,1.4,2.6
"Ilya Sorokin","ILYA.SOROKIN","8478009","21-22","NYI","G","L",1995-08-04,26,2014,3,78,52,2607.6,221.2,1894,272,35.9,4.2,0.2,-0.2,40,7,13.4
"Ivan Prosvetov","IVAN.PROSVETOV","8481031","20-21","ARI","G","L",1999-03-05,21,2018,4,114,3,103.7,11.1,62,11,-0.5,-0.4,0,0.2,-0.7,-0.1,-0.2
"Ivan Prosvetov","IVAN.PROSVETOV","8481031","21-22","ARI","G","L",1999-03-05,22,2018,4,114,3,151.2,19.1,113,25,-1.1,0.3,0,0,-0.8,-0.1,-0.3
"j-f Berube","J-F.BERUBE","8475234","15-16","NYI","G","L",1991-07-13,24,2009,4,95,7,398.7,31.3,211,38,1.5,0.1,0,-0.1,1.5,0.3,0.6
"j-f Berube","J-F.BERUBE","8475234","16-17","NYI","G","L",1991-07-13,25,2009,4,95,14,526.8,30.8,321,34,-7.9,-0.5,0,-0.1,-8.4,-1.6,-3.1
"j-f Berube","J-F.BERUBE","8475234","17-18","CHI","G","L",1991-07-13,26,2009,4,95,13,667.4,48.6,429,90,0.2,-1.5,0,-0.1,-1.4,-0.3,-0.5
"j-f Berube","J-F.BERUBE","8475234","21-22","CBJ","G","L",1991-07-13,30,2009,4,95,6,253.9,23.7,210,27,-3.3,0.9,0,0,-2.4,-0.4,-0.8
"Jack Campbell","JACK.CAMPBELL","8475789","13-14","DAL","G","L",1992-01-09,21,2010,1,11,1,60,7.5,37,20,0.1,0.1,0,0,0.2,0,0.1
"Jack Campbell","JACK.CAMPBELL","8475789","16-17","L.A","G","L",1992-01-09,24,2010,1,11,1,20,2,6,4,0,0,0,0,0.1,0,0
"Jack Campbell","JACK.CAMPBELL","8475789","17-18","L.A","G","L",1992-01-09,25,2010,1,11,5,266.6,22.5,151,30,-2.4,0.8,0,0.2,-1.5,-0.3,-0.5
"Jack Campbell","JACK.CAMPBELL","8475789","18-19","L.A","G","L",1992-01-09,26,2010,1,11,31,1592.8,136.7,997,178,16.5,5,0.1,-0.2,21.4,4,7.5
"Jack Campbell","JACK.CAMPBELL","8475789","19-20","L.A/TOR","G","L",1992-01-09,27,2010,1,11,26,1567,118.3,883,115,3.4,-2.9,0.1,-0.2,0.4,0.1,0.1
"Jack Campbell","JACK.CAMPBELL","8475789","20-21","TOR","G","L",1992-01-09,28,2010,1,11,22,1072.1,87,655,104,10.1,4.1,0.1,-0.1,14.1,2.5,4.7
"Jack Campbell","JACK.CAMPBELL","8475789","21-22","TOR","G","L",1992-01-09,29,2010,1,11,49,2369.2,207,1616,220,-0.8,3.3,0.1,0,2.7,0.5,0.9
"Jack Lafontaine","JACK.LAFONTAINE","8479581","21-22","CAR","G","L",1998-01-06,23,2016,3,75,2,67.8,3.1,50,1,-2,0,0,0,-2,-0.4,-0.7
"Jacob Markstrom","JACOB.MARKSTROM","8474593","10-11","FLA","G","L",1990-01-31,20,2008,2,31,1,39.8,3.2,12,7,0.1,0,0,0,0.1,0,0
"Jacob Markstrom","JACOB.MARKSTROM","8474593","11-12","FLA","G","L",1990-01-31,21,2008,2,31,7,383.2,23.3,238,42,1.6,1.1,0,-0.1,2.5,0.4,0.8
"Jacob Markstrom","JACOB.MARKSTROM","8474593","12-13","FLA","G","L",1990-01-31,22,2008,2,31,23,1265.8,101.8,765,115,-1,-4.6,0.1,-0.4,-5.9,-1.1,-2
"Jacob Markstrom","JACOB.MARKSTROM","8474593","13-14","FLA/VAN","G","L",1990-01-31,23,2008,2,31,16,813.3,69.3,414,75,-7.5,-1.5,0,-0.2,-9.2,-1.7,-3.2
"Jacob Markstrom","JACOB.MARKSTROM","8474593","14-15","VAN","G","L",1990-01-31,24,2008,2,31,3,77.6,2,50,0,-0.1,0,0,0,-0.1,0,0
"Jacob Markstrom","JACOB.MARKSTROM","8474593","15-16","VAN","G","L",1990-01-31,25,2008,2,31,32,1847.4,154.1,1090,210,7.2,5.1,-0.3,0.3,12.5,2.4,4.6
"Jacob Markstrom","JACOB.MARKSTROM","8474593","16-17","VAN","G","L",1990-01-31,26,2008,2,31,25,1411.8,122,759,151,4,-0.2,-0.1,-0.1,3.7,0.7,1.3
"Jacob Markstrom","JACOB.MARKSTROM","8474593","17-18","VAN","G","L",1990-01-31,27,2008,2,31,60,3413.7,293.3,2004,321,13.6,-6,-0.2,0.4,7.9,1.5,3
"Jacob Markstrom","JACOB.MARKSTROM","8474593","18-19","VAN","G","L",1990-01-31,28,2008,2,31,60,3599,298.8,2152,346,17.2,4.9,-0.1,0.2,22.2,4.1,7.8
"Jacob Markstrom","JACOB.MARKSTROM","8474593","19-20","VAN","G","L",1990-01-31,29,2008,2,31,43,2551.9,230.5,1542,284,10.9,2.7,0,0.5,14.1,2.5,4.8
"Jacob Markstrom","JACOB.MARKSTROM","8474593","20-21","CGY","G","L",1990-01-31,30,2008,2,31,43,2043.2,208.3,1241,230,8.1,-3.1,-0.1,0.1,5.1,0.9,1.7
"Jacob Markstrom","JACOB.MARKSTROM","8474593","21-22","CGY","G","L",1990-01-31,31,2008,2,31,63,3058,307.3,1961,319,27.9,2,-0.7,-0.1,29.1,5.1,9.7
"Jake Allen","JAKE.ALLEN","8474596","12-13","STL","G","L",1990-08-07,22,2008,2,34,15,803.9,64.3,398,70,1,0.7,0,-0.1,1.7,0.3,0.6
"Jake Allen","JAKE.ALLEN","8474596","14-15","STL","G","L",1990-08-07,24,2008,2,34,37,2076.8,194.1,1019,207,3.4,0.3,-0.1,-0.5,3.1,0.6,1.1
"Jake Allen","JAKE.ALLEN","8474596","15-16","STL","G","L",1990-08-07,25,2008,2,34,47,2583.4,226.2,1338,268,9.4,6,0.1,-0.5,15.1,2.9,5.6
"Jake Allen","JAKE.ALLEN","8474596","16-17","STL","G","L",1990-08-07,26,2008,2,34,61,3418.3,293.9,1815,335,4.3,5.6,-0.2,-0.4,9.3,1.7,3.4
"Jake Allen","JAKE.ALLEN","8474596","17-18","STL","G","L",1990-08-07,27,2008,2,34,59,3317,263.6,1793,313,1.5,-3.6,0.2,-0.3,-2.2,-0.4,-0.8
"Jake Allen","JAKE.ALLEN","8474596","18-19","STL","G","L",1990-08-07,28,2008,2,34,46,2567.9,219.8,1411,263,1.9,1.9,0.2,-0.1,3.9,0.7,1.4
"Jake Allen","JAKE.ALLEN","8474596","19-20","STL","G","L",1990-08-07,29,2008,2,34,24,1339,95.9,723,107,12.5,1.7,0.1,-0.1,14.1,2.5,4.8
"Jake Allen","JAKE.ALLEN","8474596","20-21","MTL","G","L",1990-08-07,30,2008,2,34,29,1407.2,140.7,905,171,3.5,4.3,-0.1,-0.2,7.6,1.4,2.5
"Jake Allen","JAKE.ALLEN","8474596","21-22","MTL","G","L",1990-08-07,31,2008,2,34,35,1615.1,169.4,1218,239,14.2,-1.9,-0.2,0.1,12.2,2.1,4.1
"Jake Oettinger","JAKE.OETTINGER","8479979","20-21","DAL","G","L",1998-12-18,21,2017,1,26,29,1372.8,109.9,842,123,8.6,-0.5,-0.3,-0.2,7.6,1.4,2.5
"Jake Oettinger","JAKE.OETTINGER","8479979","21-22","DAL","G","L",1998-12-18,22,2017,1,26,48,2263.4,178.4,1544,200,20.5,0.8,0.1,0.3,21.7,3.8,7.2
"James Reimer","JAMES.REIMER","8473503","10-11","TOR","G","L",1988-03-15,22,2006,4,99,37,2080.2,183.8,1306,214,16.1,-1.1,-0.2,0,14.7,2.6,5
"James Reimer","JAMES.REIMER","8473503","11-12","TOR","G","L",1988-03-15,23,2006,4,99,34,1879.2,161.1,1105,222,2.3,-7.5,0.1,0.2,-4.9,-0.9,-1.6
"James Reimer","JAMES.REIMER","8473503","12-13","TOR","G","L",1988-03-15,24,2006,4,99,33,1856.2,161.6,1199,172,9,4.7,0.1,-0.2,13.6,2.5,4.7
"James Reimer","JAMES.REIMER","8473503","13-14","TOR","G","L",1988-03-15,25,2006,4,99,36,1784.7,171.3,1297,235,10.2,-3.4,-0.1,-0.2,6.4,1.2,2.3
"James Reimer","JAMES.REIMER","8473503","14-15","TOR","G","L",1988-03-15,26,2006,4,99,35,1766.9,146.4,1103,186,1.9,1.5,-0.1,0.3,3.7,0.7,1.3
"James Reimer","JAMES.REIMER","8473503","15-16","S.J/TOR","G","L",1988-03-15,27,2006,4,99,40,2290.4,214.7,1291,219,15.8,-4.2,0.1,1,12.7,2.5,4.7
"James Reimer","JAMES.REIMER","8473503","16-17","FLA","G","L",1988-03-15,28,2006,4,99,43,2324.6,213.2,1341,231,9.4,-0.7,-0.1,0.1,8.8,1.6,3.2
"James Reimer","JAMES.REIMER","8473503","17-18","FLA","G","L",1988-03-15,29,2006,4,99,44,2411.4,200.9,1482,292,3.8,5.3,0.2,0.8,9.9,1.9,3.7
"James Reimer","JAMES.REIMER","8473503","18-19","FLA","G","L",1988-03-15,30,2006,4,99,36,1805.2,147.4,1027,154,0.5,-3.9,0.1,0.2,-3.1,-0.6,-1.1
"James Reimer","JAMES.REIMER","8473503","19-20","CAR","G","L",1988-03-15,31,2006,4,99,25,1378,140.2,782,159,8.7,4.1,-0.1,0.3,12.9,2.3,4.4
"James Reimer","JAMES.REIMER","8473503","20-21","CAR","G","L",1988-03-15,32,2006,4,99,22,1069.4,135,668,133,4.8,-0.2,0.1,-0.1,4.5,0.8,1.5
"James Reimer","JAMES.REIMER","8473503","21-22","S.J","G","L",1988-03-15,33,2006,4,99,48,2256.4,208.4,1713,252,8.8,11.9,0.1,-0.1,20.7,3.6,6.9
"Jared Coreau","JARED.COREAU","8477225","16-17","DET","G","L",1991-11-05,24,2010,NA,NA,14,712.3,56.8,413,82,-5,1.4,0,-0.1,-3.6,-0.7,-1.3
"Jared Coreau","JARED.COREAU","8477225","17-18","DET","G","L",1991-11-05,25,2010,NA,NA,7,380.4,25,234,39,-4.2,-0.7,0,-0.1,-4.9,-1,-1.8
"Jaroslav Halak","JAROSLAV.HALAK","8470860","07-08","MTL","G","L",1985-05-13,22,2003,9,271,6,284.7,38,171,43,1.8,1,0,0.1,2.9,0.5,1
"Jaroslav Halak","JAROSLAV.HALAK","8470860","08-09","MTL","G","L",1985-05-13,23,2003,9,271,34,1930.8,214.7,1179,267,13.9,5,0.2,-0.2,18.9,3.4,6.6
"Jaroslav Halak","JAROSLAV.HALAK","8470860","09-10","MTL","G","L",1985-05-13,24,2003,9,271,45,2629.9,251.3,1558,304,27.6,5,0.2,-0.4,32.5,5.9,11.3
"Jaroslav Halak","JAROSLAV.HALAK","8470860","10-11","STL","G","L",1985-05-13,25,2003,9,271,57,3294.4,304.3,1749,364,10.3,3,-0.2,-0.9,12.1,2.2,4.2
"Jaroslav Halak","JAROSLAV.HALAK","8470860","11-12","STL","G","L",1985-05-13,26,2003,9,271,46,2746.6,260.4,1350,287,21.9,0.6,0.2,-0.9,21.8,3.8,7.1
"Jaroslav Halak","JAROSLAV.HALAK","8470860","12-13","STL","G","L",1985-05-13,27,2003,9,271,16,812.6,74.8,336,59,1.1,-0.9,0,-0.2,0,0,0
"Jaroslav Halak","JAROSLAV.HALAK","8470860","13-14","STL/WSH","G","L",1985-05-13,28,2003,9,271,52,2938.9,295.2,1480,357,9.3,5.7,0.2,-0.7,14.5,2.7,5.1
"Jaroslav Halak","JAROSLAV.HALAK","8470860","14-15","NYI","G","L",1985-05-13,29,2003,9,271,59,3549.9,244.5,1897,334,24.6,-0.3,0,-0.4,23.9,4.6,8.7
"Jaroslav Halak","JAROSLAV.HALAK","8470860","15-16","NYI","G","L",1985-05-13,30,2003,9,271,36,2091.2,148.1,1174,157,7.9,4.5,0.1,-0.2,12.3,2.4,4.6
"Jaroslav Halak","JAROSLAV.HALAK","8470860","16-17","NYI","G","L",1985-05-13,31,2003,9,271,28,1605.5,158.6,958,230,3.7,6.6,0.1,0.4,10.7,2,3.9
"Jaroslav Halak","JAROSLAV.HALAK","8470860","17-18","NYI","G","L",1985-05-13,32,2003,9,271,54,3024.1,254.9,1884,365,5.4,-2.3,0,-0.3,2.8,0.5,1
"Jaroslav Halak","JAROSLAV.HALAK","8470860","18-19","BOS","G","L",1985-05-13,33,2003,9,271,40,2308.1,188.3,1271,239,22.8,-4,0.1,-0.1,18.9,3.5,6.6
"Jaroslav Halak","JAROSLAV.HALAK","8470860","19-20","BOS","G","L",1985-05-13,34,2003,9,271,31,1833.4,135.4,1073,137,11,2.4,0.1,-0.2,13.3,2.4,4.6
"Jaroslav Halak","JAROSLAV.HALAK","8470860","20-21","BOS","G","L",1985-05-13,35,2003,9,271,19,893.4,98.5,530,106,-0.8,3.5,0.1,-0.1,2.6,0.5,0.9
"Jaroslav Halak","JAROSLAV.HALAK","8470860","21-22","VAN","G","L",1985-05-13,36,2003,9,271,17,675.9,63.6,447,85,2.3,-1.8,-0.2,-0.1,0.2,0,0.1
"Jason Kasdorf","JASON.KASDORF","8476309","15-16","BUF","G","L",1992-05-18,23,2011,6,157,1,60,2.3,33,3,0,0,0,0,0,0,0
"Jason Labarbera","JASON.LABARBERA","8467391","07-08","L.A","G","L",1980-01-18,27,1998,3,66,45,2420.7,238.3,1436,339,4.5,3.4,0.1,-0.5,7.6,1.4,2.6
"Jason Labarbera","JASON.LABARBERA","8467391","08-09","L.A/VAN","G","L",1980-01-18,28,1998,3,66,27,1426.6,174.2,736,184,0.7,1,0,-0.1,1.6,0.3,0.6
"Jason Labarbera","JASON.LABARBERA","8467391","09-10","ARI","G","L",1980-01-18,29,1998,3,66,17,927.9,101.8,476,131,6.2,2,0.1,-0.1,8.2,1.5,2.9
"Jason Labarbera","JASON.LABARBERA","8467391","10-11","ARI","G","L",1980-01-18,30,1998,3,66,17,882.6,72.6,547,129,5.5,-2,-0.1,-0.1,3.2,0.6,1.1
"Jason Labarbera","JASON.LABARBERA","8467391","11-12","ARI","G","L",1980-01-18,31,1998,3,66,19,1013.6,82.8,558,106,-2.7,3.8,0.1,0,1.2,0.2,0.4
"Jason Labarbera","JASON.LABARBERA","8467391","12-13","ARI","G","L",1980-01-18,32,1998,3,66,15,725.9,66,470,95,5.1,3.2,0,-0.2,8.1,1.5,2.8
"Jason Labarbera","JASON.LABARBERA","8467391","13-14","EDM","G","L",1980-01-18,33,1998,3,66,7,348.3,30.2,154,48,-0.7,-3,0,-0.1,-3.7,-0.7,-1.3
"Jason Labarbera","JASON.LABARBERA","8467391","14-15","ANA","G","L",1980-01-18,34,1998,3,66,5,207.5,16.7,108,17,-0.9,-0.1,0,0,-1,-0.2,-0.4
"Jean-Sebastien Aubin","JEAN-SEBASTIEN.AUBIN","8462102","07-08","L.A","G","R",1977-07-19,30,1995,3,76,19,827.7,77.8,445,93,-2.1,-0.4,0.1,-0.2,-2.6,-0.5,-0.9
"Jean-Sebastien Giguere","JEAN-SEBASTIEN.GIGUERE","8462044","07-08","ANA","G","L",1977-05-16,30,1995,1,13,58,3310.4,414.4,1478,422,28.7,-0.4,0.2,-0.5,27.9,5.1,9.7
"Jean-Sebastien Giguere","JEAN-SEBASTIEN.GIGUERE","8462044","08-09","ANA","G","L",1977-05-16,31,1995,1,13,46,2451.8,325.9,1221,423,0,0.8,-0.1,-0.2,0.4,0.1,0.2
"Jean-Sebastien Giguere","JEAN-SEBASTIEN.GIGUERE","8462044","09-10","ANA/TOR","G","L",1977-05-16,32,1995,1,13,35,2023.7,217.4,1131,300,9.1,4.3,0,0,13.4,2.4,4.7
"Jean-Sebastien Giguere","JEAN-SEBASTIEN.GIGUERE","8462044","10-11","TOR","G","L",1977-05-16,33,1995,1,13,33,1633,164.7,914,182,2.1,-2.8,-0.2,0.1,-0.8,-0.1,-0.3
"Jean-Sebastien Giguere","JEAN-SEBASTIEN.GIGUERE","8462044","11-12","COL","G","L",1977-05-16,34,1995,1,13,32,1819.6,167.4,967,160,7.9,2.3,-0.1,-0.4,9.7,1.7,3.1
"Jean-Sebastien Giguere","JEAN-SEBASTIEN.GIGUERE","8462044","12-13","COL","G","L",1977-05-16,35,1995,1,13,18,907.8,80.8,520,99,-2.2,1.8,-0.1,-0.3,-0.8,-0.1,-0.3
"Jean-Sebastien Giguere","JEAN-SEBASTIEN.GIGUERE","8462044","13-14","COL","G","L",1977-05-16,36,1995,1,13,22,1211.8,114.3,714,143,7.6,-0.6,-0.1,0.1,7,1.3,2.5
"Jeff Deslauriers","JEFF.DESLAURIERS","8470074","08-09","EDM","G","R",1984-05-15,24,2002,2,31,10,539.6,62.4,324,95,0.6,0.4,0.1,0.3,1.3,0.2,0.5
"Jeff Deslauriers","JEFF.DESLAURIERS","8470074","09-10","EDM","G","R",1984-05-15,25,2002,2,31,48,2797.6,269.8,1758,372,-2.7,4.8,-0.2,0,2,0.4,0.7
"Jeff Deslauriers","JEFF.DESLAURIERS","8470074","11-12","ANA","G","R",1984-05-15,27,2002,2,31,4,241.2,16.4,138,25,1.9,-0.2,0,-0.1,1.7,0.3,0.5
"Jeff Frazee","JEFF.FRAZEE","8471712","12-13","N.J","G","L",1987-05-13,25,2005,2,38,1,18.6,0,7,0,0,0,0,0,0,0,0
"Jeff Glass","JEFF.GLASS","8471301","17-18","CHI","G","L",1985-11-19,31,2004,3,89,15,820.9,78.8,503,98,3.2,1.5,-0.2,0.1,4.7,0.9,1.7
"Jeff Zatkoff","JEFF.ZATKOFF","8473553","13-14","PIT","G","L",1987-06-09,26,2006,3,74,20,1171.4,107.6,635,160,-0.4,2,0.1,0.3,2,0.4,0.7
"Jeff Zatkoff","JEFF.ZATKOFF","8473553","14-15","PIT","G","L",1987-06-09,27,2006,3,74,1,36.8,2.5,25,2,0.2,0,0,0,0.2,0,0.1
"Jeff Zatkoff","JEFF.ZATKOFF","8473553","15-16","PIT","G","L",1987-06-09,28,2006,3,74,14,732,65.5,404,97,-3.7,3.6,0,-0.1,-0.1,0,0
"Jeff Zatkoff","JEFF.ZATKOFF","8473553","16-17","L.A","G","L",1987-06-09,29,2006,3,74,13,550.4,39.1,258,34,-9.4,0.8,0,0.1,-8.5,-1.6,-3.1
"Jeremy Duchesne","JEREMY.DUCHESNE","8471781","09-10","PHI","G","L",1986-10-17,22,2005,4,119,1,16.7,2,3,1,0,0,0,0,0,0,0
